ID,TARGET,Rank
297,-0.2603561005917882,343.0
819,-0.1333811131150599,495.0
918,0.1963115292581426,1062.0
283,-0.0254765642989422,684.0
158,0.4602781894669853,1250.0
240,-0.4114397924400805,242.0
519,0.012714913418732,782.0
583,0.0631489321501745,883.0
837,-0.3181589851345572,308.0
902,-0.1965200375636385,401.0
304,0.2017984935600899,1067.0
269,-0.4318253904201081,231.0
606,-0.4998498577478769,216.0
732,-0.954473884882676,96.0
518,1.4003958127357787,1397.0
315,0.5371756785133642,1268.0
541,0.3656768084523153,1196.0
464,0.6262273342929225,1303.0
760,-0.5183287701460362,207.0
415,0.4098576741802502,1225.0
8,-1.6995709261671217,42.0
99,-0.1931839761301076,407.0
263,-0.6233754343302629,170.0
912,0.1083086052456801,958.0
114,-0.0709196979799312,594.0
254,-0.3982567744711819,256.0
549,0.2946947838163621,1139.0
21,0.129770327387799,991.0
526,0.2072689250752905,1076.0
128,-0.3858323204090848,265.0
612,0.2843374807486026,1132.0
739,0.4026183657088373,1223.0
603,0.496221296020289,1259.0
348,0.7697085205578034,1328.0
478,-0.7348990218641689,138.0
175,-0.5652876244979439,185.0
496,0.2941667744920151,1137.0
840,-0.352252864995466,282.0
70,-0.7004275425228569,147.0
759,0.1896798808887953,1053.0
303,-0.0170390517508661,709.0
119,-0.2200174164577956,374.0
289,6.836019876868637,1492.0
894,1.5490718405603008,1411.0
641,0.583082602981516,1286.0
321,0.1210639312591872,978.0
661,0.3281771700102275,1164.0
90,-0.6994358371517136,148.0
164,-0.7228733604361232,142.0
610,0.143578712407999,1005.0
100,-0.6560471530154708,159.0
711,1.0177951627428543,1365.0
705,-0.6710696087985721,155.0
237,-0.3184219673742235,307.0
285,-0.3954473635767516,258.0
671,0.5127225644005985,1263.0
796,-0.3161782440116608,312.0
488,-0.7715312519239005,132.0
201,-0.7559719279105056,136.0
439,0.0715602297824868,898.0
635,0.049347794442201,856.0
633,-0.5417697600166503,193.0
660,-0.3281879604736506,298.0
696,-1.6870792627409443,43.0
666,-0.964460229199118,94.0
650,0.1050953633377604,953.0
282,-0.0917736371019228,558.0
205,-0.9533655025977424,97.0
317,-0.2515901499573486,351.0
